All Transactions Announced Date,Target/Issuer,Transaction Types,Transaction Status,Buyers/Investors,Sellers/Sponsor,CIQ Transaction ID,First Trade Date [1/1/2015-12/7/2020] [Primary Listing] [Target/Issuer],Company Status [Target/Issuer]
08/27/2015,"KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"Daishin Asset Management Co., Ltd.",-,IQTR310155453,"KOSDAQ:A221950
Company: KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.
(IQT308976392) - 8/21/2015",Operating
08/25/2015,"KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"Kiwoom Asset Management Co., Ltd.",-,IQTR309930781,"KOSDAQ:A221950
Company: KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.
(IQT308976392) - 8/21/2015",Operating
08/21/2015,"KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"Eugene Asset Management Co., Ltd.",-,IQTR309750522,"KOSDAQ:A221950
Company: KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.
(IQT308976392) - 8/21/2015",Operating
04/03/2019,Kb No.10 Special Purpose Acquisition Company,Merger/Acquisition,Closed,"YeSUN Tech Co.,Ltd. (KOSDAQ:A250930)",-,IQTR609566482,"KOSDAQ:A250930
Company: Kb No.10 Special Purpose Acquisition Company
(IQT402950040) - 9/29/2016",Acquired
08/20/2019,KB No.11 Special Purpose Acquisition Company,Merger/Acquisition,Closed,"SoftCamp Co., Ltd. (KOSDAQ:A258790)",-,IQTR634047917,"KOSDAQ:A258790
Company: KB No.11 Special Purpose Acquisition Company
(IQT427288947) - 4/27/2017",Acquired
07/13/2017,KB No.11 Special Purpose Acquisition Company,Merger/Acquisition,Cancelled,"COENS Co., Ltd.","KB Asset Management Co., Ltd.; KB Securities Co., Ltd., Investment Arm",IQTR530398745,"KOSDAQ:A258790
Company: KB No.11 Special Purpose Acquisition Company
(IQT427288947) - 4/27/2017",Acquired
05/11/2017,KB No.11 Special Purpose Acquisition Company,Merger/Acquisition,Closed,"KB Securities Co., Ltd., Investment Arm",-,IQTR430467715,"KOSDAQ:A258790
Company: KB No.11 Special Purpose Acquisition Company
(IQT427288947) - 4/27/2017",Acquired
08/11/2015,KB No.8 Special Purpose Acquisition Company,Merger/Acquisition,Closed,"Daishin Asset Management Co., Ltd.",-,IQTR309047755,"KOSDAQ:A222390
Company: KB No.8 Special Purpose Acquisition Company
(IQT308182996) - 8/5/2015",Operating
03/07/2016,KB No.9 Special Purpose Acquisition Company,Merger/Acquisition,Closed,"KB Investment & Securities Co., Ltd., Investment Arm",-,IQTR327541325,"KOSDAQ:A232270
Company: KB No.9 Special Purpose Acquisition Company
(IQT322252099) - 2/29/2016",Operating
04/16/2019,KBL Merger Corp. IV,Merger/Acquisition,Closed,180 Life Sciences Corp. (NasdaqCM:ATNF),"Karpus Management Inc.; Basso Capital Management, L.P.; Weiss Asset Management LP; Boothbay Fund Management, LLC; Mizuho Financial Group, Inc., Asset Management Arm",IQTR613445562,"NasdaqCM:KBLM
Company: KBL Merger Corp. IV
(IQT412888127) - 6/27/2017",Acquired
09/03/2020,Kensington Capital Acquisition Corp.,Merger/Acquisition,Closed,QuantumScape Corporation (NYSE:QS),"Kensington Capital Partners, LLC",IQTR686827494,"NYSE:KCAC
Company: Kensington Capital Acquisition Corp.
(IQT683737136) - 8/17/2020",Acquired
07/26/2019,Kepler Acquisition Corp.,Merger/Acquisition,Closed,ESE Entertainment Inc. (TSXV:ESE),-,IQTR631188973,"TSXV:KEP.P
Company: Kepler Acquisition Corp.
(IQT589964441) - 4/23/2019",Acquired
07/29/2020,Kismet Resources Corp. (TSXV:KSMT.P),Merger/Acquisition,Announced,TDG Gold Corp.,-,IQTR681087832,"TSXV:KSMT.P
Company: Kismet Resources Corp.
(IQT571286278) - 9/21/2018",Operating
04/15/2016,Kiwoom No.3 Special Purpose Acquisition Company Ltd.,Merger/Acquisition,Closed,"Mirae Asset Daewoo Co., Ltd. (KOSE:A006800)",-,IQTR331177157,"KOSDAQ:A218710
Company: Kiwoom No.3 Special Purpose Acquisition Company Ltd.
(IQT304110014) - 7/6/2015",Operating
11/17/2015,Kiwoom No.4 Special Purpose Acquisition Company,Merger/Acquisition,Closed,"KTB Asset Management Co., Ltd",-,IQTR317216108,"KOSDAQ:A226850
Company: Kiwoom No.4 Special Purpose Acquisition Company
(IQT311762385) - 10/29/2015",Operating
11/04/2015,Kiwoom No.4 Special Purpose Acquisition Company,Merger/Acquisition,Closed,"Daishin Asset Management Co., Ltd.",-,IQTR316096053,"KOSDAQ:A226850
Company: Kiwoom No.4 Special Purpose Acquisition Company
(IQT311762385) - 10/29/2015",Operating
03/20/2020,Klinik Health Ventures Corp.,Merger/Acquisition,Closed,NeuPath Health Inc. (TSXV:NPTH),-,IQTR660030739,"TSXV:NPTH
Company: Klinik Health Ventures Corp.
(IQT636811676) - 12/6/2019",Acquired
12/20/2016,KLR Energy Acquisition Corp.,Merger/Acquisition,Closed,Rosehill Resources Inc.,"D. E. Shaw & Co., L.P.; Glazer Capital, LLC; BIP GP LLC; Polar Asset Management Partners Inc.; CNH Partners, LLC; Hudson Bay Capital Management LP; Castle Creek Arbitrage, LLC; Weiss Asset Management LP; Periscope Capital Inc; Westchester Capital Management, LLC; Boothbay Fund Management, LLC; KLR Energy Sponsor, LLC",IQTR414397300,"NasdaqCM:KLRE
Company: KLR Energy Acquisition Corp.
(IQT329399628) - 3/31/2016",Acquired
01/13/2017,"Korea No.3 Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,-,-,IQTR416206765,"KOSDAQ:A222080
Company: Korea No.3 Special Purpose Acquisition Co., Ltd.
(IQT308981277) - 9/2/2015",Acquired
08/02/2016,"Korea No.3 Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,Creative & Innovative System Corporation (KOSDAQ:A222080),"Alliance Capital Partners Co., Ltd.",IQTR378764470,"KOSDAQ:A222080
Company: Korea No.3 Special Purpose Acquisition Co., Ltd.
(IQT308981277) - 9/2/2015",Acquired
09/04/2015,"Korea No.3 Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"Alliance Capital Partners Co., Ltd.",-,IQTR310765108,"KOSDAQ:A222080
Company: Korea No.3 Special Purpose Acquisition Co., Ltd.
(IQT308981277) - 9/2/2015",Acquired
07/03/2020,"Korea No.7 Special Purpose Acquisition Co., Ltd. (KOSDAQ:A291210)",Merger/Acquisition,Cancelled,Assems Inc.,-,IQTR674938356,"KOSDAQ:A291210
Company: Korea No.7 Special Purpose Acquisition Co., Ltd.
(IQT557625012) - 5/11/2018",Operating
12/29/2015,"KTB Special Purpose Acquisition Company 3 Co., Ltd.",Merger/Acquisition,Closed,"Haimarrow Food Service Co., Ltd. (KOSDAQ:A220630)","KTB Investment & Securities Co., Ltd. (KOSE:A030210); Widwin Investment Co., Ltd.",IQTR320766660,"KOSDAQ:A220630
Company: KTB Special Purpose Acquisition Company 3 Co., Ltd.
(IQT308981094) - 8/28/2015",Acquired
09/03/2015,"KTB Special Purpose Acquisition Company 3 Co., Ltd.",Merger/Acquisition,Closed,"Widwin Investment Co., Ltd.",-,IQTR310690337,"KOSDAQ:A220630
Company: KTB Special Purpose Acquisition Company 3 Co., Ltd.
(IQT308981094) - 8/28/2015",Acquired
10/06/2015,Kyobo 4 Special Purpose Acquisition Company,Merger/Acquisition,Closed,"Midas AI Co.,Ltd. (KOSDAQ:A222810)",-,IQTR312897863,"KOSDAQ:A222810
Company: Kyobo 4 Special Purpose Acquisition Company
(IQT331395474) - 8/13/2015",Acquired
06/23/2017,Kyobo 5 Special Purpose Acquisition Company,Merger/Acquisition,Cancelled,"Namu Tech Co.,Ltd. (KOSDAQ:A242040)","Medici Investment Co., Ltd.",IQTR528730162,"KOSDAQ:A223040
Company: Kyobo 5 Special Purpose Acquisition Company
(IQT308980908) - 8/27/2015",Operating
07/02/2018,Kyobo Bnk Special Purpose Acquisition Company,Merger/Acquisition,Closed,"Namu Tech Co.,Ltd. (KOSDAQ:A242040)","KB Securities Co., Ltd., Investment Arm",IQTR573395516,"KOSDAQ:A242040
Company: Kyobo Bnk Special Purpose Acquisition Company
(IQT378227880) - 9/7/2016",Acquired
11/13/2020,Lamaska Capital Corp. (TSXV:LCC.P),Merger/Acquisition,Announced,TinOne Resources Ltd,-,IQTR695096017,"TSXV:LCC.P
Company: Lamaska Capital Corp.
(IQT641438890) - 7/17/2020",Operating
06/29/2020,"Landcadia Holdings II, Inc. (NasdaqCM:LCA)",Merger/Acquisition,Announced,"Golden Nugget Online Gaming, Inc.",-,IQTR674199538,"NasdaqCM:LCA
Company: Landcadia Holdings II, Inc.
(IQT612065276) - 6/6/2019",Operating
05/16/2018,"Landcadia Holdings, Inc.",Merger/Acquisition,Closed,Waitr Holdings Inc. (NasdaqGS:WTRH),"Advent International Corporation; Jefferies Financial Group Inc. (NYSE:JEF); Polar Asset Management Partners Inc.; Hudson Bay Capital Management LP; Alyeska Investment Group, L.P.; Arrowgrass Capital Partners (US) LP; Sunley House Capital Management Llc; Fertitta Entertainment, Inc.",IQTR565559433,"NasdaqCM:WTRH
Company: Landcadia Holdings, Inc.
(IQT376707147) - 8/18/2016",Acquired
09/21/2020,Legacy Acquisition Corp.,Merger/Acquisition,Closed,"PARTS iD, Inc. (AMEX:ID)",-,IQTR689351334,"NYSE:LGC
Company: Legacy Acquisition Corp.
(IQT422867680) - 12/1/2017",Acquired
08/23/2019,Legacy Acquisition Corp.,Merger/Acquisition,Cancelled,-,-,IQTR634238791,"NYSE:LGC
Company: Legacy Acquisition Corp.
(IQT422867680) - 12/1/2017",Acquired
12/27/2019,Leisure Acquisition Corp. (NasdaqCM:LACQ),Merger/Acquisition,Cancelled,Gateway Casinos & Entertainment Limited,-,IQTR649466545,"NasdaqCM:LACQ
Company: Leisure Acquisition Corp.
(IQT545146477) - 2/26/2018",Operating
02/06/2020,Leo Holdings Corp.,Merger/Acquisition,Closed,"Digital Media Solutions, Inc. (NYSE:DMS)",-,IQTR653869946,"NYSE:LHC
Company: Leo Holdings Corp.
(IQT550687048) - 4/16/2018",Acquired
04/08/2019,Leo Holdings Corp.,Merger/Acquisition,Cancelled,"CEC Entertainment, Inc.",-,IQTR609586273,"NYSE:LHC
Company: Leo Holdings Corp.
(IQT550687048) - 4/16/2018",Acquired
08/31/2020,LF Capital Acquisition Corp. (NasdaqCM:LFAC),Merger/Acquisition,Announced,Landsea Homes Incorporated,"Bank of Montreal (TSX:BMO); BlackRock, Inc. (NYSE:BLK); Glazer Capital, LLC; AQR Capital Management, LLC; Hawkeye Capital Management, LLC; Weiss Asset Management LP; The Oxford Asset Management Company Limited; Periscope Capital Inc; Level Field Capital, LLC",IQTR686258394,"NasdaqCM:LFAC
Company: LF Capital Acquisition Corp.
(IQT566591506) - 6/29/2018",Operating
01/06/2020,Libby K Industries Inc.,Merger/Acquisition,Closed,Plurilock Security Inc. (TSXV:PLUR),-,IQTR650059957,"TSXV:LBB.P
Company: Libby K Industries Inc.
(IQT592296216) - 2/12/2019",Acquired
02/21/2020,Life Care Capital S.p.A.,Merger/Acquisition,Cancelled,Biogenera S.p.A.,-,IQTR656122528,"BIT:LCC
Company: Life Care Capital S.p.A.
(IQT552814523) - 3/7/2018",Operating
10/05/2020,Live Oak Acquisition Corp. (NYSE:LOAK),Merger/Acquisition,Announced,"Meredian Holdings Group, Inc.",-,IQTR690767969,"NYSE:LOAK
Company: Live Oak Acquisition Corp.
(IQT650199965) - 5/28/2020",Operating
10/07/2020,Longevity Acquisition Corporation (NasdaqCM:LOAC),Merger/Acquisition,Announced,4D pharma plc (AIM:DDDD),Whale Management Corporation,IQTR692680214,"NasdaqCM:LOAC
Company: Longevity Acquisition Corporation
(IQT586822345) - 10/16/2018",Operating
11/20/2020,Longview Acquisition Corp. (NYSE:LGVW),Merger/Acquisition,Announced,"Butterfly Network, Inc.","Glenview Capital Management, LLC",IQTR695581082,"NYSE:LGVW
Company: Longview Acquisition Corp.
(IQT662774831) - 7/13/2020",Operating
02/27/2018,"M I Acquisitions, Inc.",Merger/Acquisition,Closed,"Priority Technology Holdings, Inc. (NasdaqCM:PRTH)","D. E. Shaw & Co., L.P.; K2 & Associates Investment Management Inc.; Bulldog Investors, LLC; Periscope Capital Inc; Boothbay Fund Management, LLC",IQTR554310075,"NasdaqCM:PRTH
Company: M I Acquisitions, Inc.
(IQT409423132) - 12/6/2016",Acquired
07/15/2018,Matlin & Partners Acquisition Corporation,Merger/Acquisition,Closed,"U.S. Well Services, Inc. (NasdaqCM:USWS)",-,IQTR574165403,"NasdaqCM:USWS
Company: Matlin & Partners Acquisition Corporation
(IQT429221338) - 5/5/2017",Acquired
08/06/2020,Megalith Financial Acquisition Corp. (NYSE:MFAC),Merger/Acquisition,Announced,BankMobile,-,IQTR682533478,"NYSE:MFAC
Company: Megalith Financial Acquisition Corp.
(IQT566619197) - 9/21/2018",Operating
02/26/2018,Mercal Capital Corp.,Merger/Acquisition,Cancelled,Vitality CBD Natural Health Products Inc.,Stilco Corporation,IQTR554220103,"TSXV:MUL.H
Company: Mercal Capital Corp.
(IQT327204396) - 5/19/2016",Operating
06/27/2016,Mercal Capital Corp.,Merger/Acquisition,Cancelled,Folia Biotech Inc.,Stilco Corporation,IQTR369144552,"TSXV:MUL.H
Company: Mercal Capital Corp.
(IQT327204396) - 5/19/2016",Operating
05/19/2020,Meteorite Capital Inc. (TSXV:MTR.P),Merger/Acquisition,Announced,Sparkit Media Inc.,-,IQTR668665910,"TSXV:MTR.P
Company: Meteorite Capital Inc.
(IQT569527443) - 10/12/2018",Operating
03/15/2017,M-FiTEC International Limited,Merger/Acquisition,Cancelled,"Wizzit International, WIZZIT Payments, Wavelengths 202, Magix Security and Finteq Africa","Visio Capital Management (Pty) Ltd; STANLIB Collective Investments Limited; Praesidium Capital Management (pty) Limited; Liberty Life Assurance of Africa Limited, Asset Management Arm",IQTR423483366,"JSE:MFI
Company: M-FiTEC International Limited
(IQT316658314) - 11/17/2015",Operating
07/29/2019,MG Capital Corporation,Merger/Acquisition,Closed,MG Capital Corporation (TSXV:DLP),-,IQTR631299303,"TSXV:MGX.P
Company: MG Capital Corporation
(IQT552713660) - 6/5/2018",Acquired
02/27/2020,Mila Resources Plc (LSE:MILA),Merger/Acquisition,Cancelled,E-Tech Metals Ltd,-,IQTR656430006,"LSE:MILA
Company: Mila Resources Plc
(IQT403318982) - 10/7/2016",Operating
10/06/2017,Mira IX Acquisition Corp.,Merger/Acquisition,Closed,Aphria International Inc.,JJR Capital Holdings Inc,IQTR539894444,"TSXV:MIA.P
Company: Mira IX Acquisition Corp.
(IQT308169398) - 9/17/2015",Acquired
03/10/2017,Mira VII Acquisition Corp.,Merger/Acquisition,Closed,Goodfood Market Corp. (TSX:FOOD),-,IQTR423207827,"TSXV:MVA.P
Company: Mira VII Acquisition Corp.
(IQT289816106) - 4/24/2015",Acquired
01/26/2016,Mira VII Acquisition Corp.,Merger/Acquisition,Cancelled,HLS Therapeutics Inc. (TSX:HLS),-,IQTR323451758,"TSXV:MVA.P
Company: Mira VII Acquisition Corp.
(IQT289816106) - 4/24/2015",Acquired
08/24/2020,Mira X Acquisition Corp.,Merger/Acquisition,Closed,GURU Organic Energy Corp. (TSX:GURU ),JJR Capital Holdings Inc,IQTR685201585,"TSXV:MIRA.P
Company: Mira X Acquisition Corp.
(IQT552715924) - 3/29/2018",Acquired
06/15/2020,Mira X Acquisition Corp.,Merger/Acquisition,Cancelled,Field Trip Health Ltd. (CNSX:FTRP),-,IQTR672406076,"TSXV:MIRA.P
Company: Mira X Acquisition Corp.
(IQT552715924) - 3/29/2018",Acquired
06/13/2019,"Mirae Asset Daewoo Special Purpose Acquisition 2 Co., Ltd.",Merger/Acquisition,Closed,Aniplus Inc. (KOSDAQ:A310200),-,IQTR625755534,"KOSDAQ:A310200
Company: Mirae Asset Daewoo Special Purpose Acquisition 2 Co., Ltd.
(IQT591156968) - 12/21/2018",Acquired
09/18/2020,"Mirae Asset Daewoo Special Purpose Acquisition Company 4 Co., Ltd (KOSDAQ:A333430)",Merger/Acquisition,Announced,"Ilseung Co.,Ltd.","The Turning Point Co., Ltd.",IQTR689185401,"KOSDAQ:A333430
Company: Mirae Asset Daewoo Special Purpose Acquisition Company 4 Co., Ltd
(IQT638662030) - 11/6/2019",Operating
09/18/2018,Mirae Asset No.5 Special Purpose Acquisition Company,Merger/Acquisition,Closed,ZUM Internet Corp. (KOSDAQ:A239340),-,IQTR581578183,"KOSDAQ:A239340
Company: Mirae Asset No.5 Special Purpose Acquisition Company
(IQT332257478) - 6/9/2016",Acquired
07/11/2017,"Miraeasset No.3 SPAC Co.,Ltd.",Merger/Acquisition,Cancelled,Real Yagu Zone Co. Ltd.,-,IQTR530230428,"KOSDAQ:A215750
Company: Miraeasset No.3 SPAC Co.,Ltd.
(IQT291031027) - 5/22/2015",Operating
11/12/2019,Mithrandir Capital Corp.,Merger/Acquisition,Closed,PopReach Corporation (TSXV:POPR),-,IQTR643971590,"TSXV:GMER.P
Company: Mithrandir Capital Corp.
(IQT633155339) - 10/11/2019",Acquired
04/11/2018,MJ Opportunity Corp.,Merger/Acquisition,Closed,Lift & Co. Corp. (TSXV:LIFT),-,IQTR558895199,"TSXV:MJC.P
Company: MJ Opportunity Corp.
(IQT541712103) - 11/3/2017",Acquired
01/24/2019,Modern Media Acquisition Corp.,Merger/Acquisition,Closed,Akazoo S.A.,-,IQTR599544297,"NasdaqGM:MMDM
Company: Modern Media Acquisition Corp.
(IQT424600323) - 6/7/2017",Acquired
12/09/2019,Monocle Acquisition Corporation (NasdaqCM:MNCL),Merger/Acquisition,Announced,AerSale Inc.,-,IQTR647616604,"NasdaqCM:MNCL
Company: Monocle Acquisition Corporation
(IQT604580882) - 2/28/2019",Operating
09/16/2019,Mosaic Acquisition Corp.,Merger/Acquisition,Closed,"Vivint Smart Home, Inc. (NYSE:VVNT)","Fortress Investment Group LLC; Fortress Mosaic Sponsor LLC; Mosaic Sponsor, LLC",IQTR637165092,"NYSE:MOSC
Company: Mosaic Acquisition Corp.
(IQT545969787) - 12/11/2017",Acquired
10/01/2020,Mountain Crest Acquisition Corp (NasdaqCM:MCAC),Merger/Acquisition,Announced,"Playboy Enterprises, Inc.",-,IQTR690747707,"NasdaqCM:MCAC
Company: Mountain Crest Acquisition Corp
(IQT659513288) - 8/31/2020",Operating
10/11/2018,MTech Acquisition Corp.,Merger/Acquisition,Closed,Akerna Corp. (NasdaqCM:KERN),-,IQTR586313151,"NasdaqCM:KERN
Company: MTech Acquisition Corp.
(IQT544480207) - 2/26/2018",Acquired
01/14/2020,Mudrick Capital Acquisition Corporation,Merger/Acquisition,Closed,Hycroft Mining Holding Corporation (NasdaqCM:HYMC),-,IQTR650954159,"NasdaqCM:MUDS
Company: Mudrick Capital Acquisition Corporation
(IQT555537044) - 3/12/2018",Acquired
11/28/2017,"National Art Exchange, Inc.",Merger/Acquisition,Closed,Superior Treasure Global Limited,-,IQTR545152329,"OTCPK:NAEX
Company: National Art Exchange, Inc.
(IQT276458099) - 4/4/2016",Acquired
09/18/2020,Navigator Acquisition Corp. (TSXV:NAQ.P),Merger/Acquisition,Announced,Capim Branco Energia / Atlas Energia Solar / Evolution Comercializadora de Energia Eletrica,-,IQTR689200873,"TSXV:NAQ.P
Company: Navigator Acquisition Corp.
(IQT570768476) - 9/20/2018",Operating
04/12/2019,Navigator Acquisition Corp. (TSXV:NAQ.P),Merger/Acquisition,Cancelled,FCM Global S.A.S.,-,IQTR610377565,"TSXV:NAQ.P
Company: Navigator Acquisition Corp.
(IQT570768476) - 9/20/2018",Operating
04/23/2020,Navion Capital Inc. (TSXV:NAVN.P),Merger/Acquisition,Announced,Daizee Diapers Corp.,-,IQTR665247681,"TSXV:NAVN.P
Company: Navion Capital Inc.
(IQT563362836) - 6/11/2018",Operating
08/22/2018,Navion Capital Inc. (TSXV:NAVN.P),Merger/Acquisition,Cancelled,HollyWeed North Cannabis Inc.,-,IQTR578475855,"TSXV:NAVN.P
Company: Navion Capital Inc.
(IQT563362836) - 6/11/2018",Operating
10/19/2020,NBS Capital Inc. (TSXV:NBS.P),Merger/Acquisition,Announced,Electric Metals (USA) Limited,-,IQTR692415740,"TSXV:NBS.P
Company: NBS Capital Inc.
(IQT587916306) - 1/29/2019",Operating
11/27/2019,NBS Capital Inc. (TSXV:NBS.P),Merger/Acquisition,Cancelled,UBOOK Editora LTDA.,-,IQTR645783693,"TSXV:NBS.P
Company: NBS Capital Inc.
(IQT587916306) - 1/29/2019",Operating
01/06/2020,Nebula Acquisition Corporation,Merger/Acquisition,Closed,Open Lending Corporation (NasdaqGM:LPRO),-,IQTR650080721,"NasdaqCM:NEBU
Company: Nebula Acquisition Corporation
(IQT554483690) - 3/6/2018",Acquired
06/29/2020,Netfin Acquisition Corp.,Merger/Acquisition,Closed,"Triterras, Inc. (NasdaqGM:TRIT)",MVR Netfin LLC; Symphonia Strategic Opportunities Limited,IQTR674260132,"NasdaqCM:NFIN
Company: Netfin Acquisition Corp.
(IQT622473837) - 8/14/2019",Acquired
04/05/2017,New Global Acreage Resources Ltd.,Merger/Acquisition,Cancelled,Cambridge Energy Group Limited,-,IQTR426773445,"TSXV:RAP.P
Company: New Global Acreage Resources Ltd.
(IQT304206694) - 1/28/2016",Operating
11/12/2020,Newborn Acquisition Corp. (NasdaqCM:NBAC),Merger/Acquisition,Announced,NUVVE Corporation,-,IQTR695074811,"NasdaqCM:NBAC
Company: Newborn Acquisition Corp.
(IQT631204497) - 5/1/2020",Operating
02/27/2019,"NH Special Purpose Acquisition 10 Co., Ltd.",Merger/Acquisition,Closed,"POINT ENGINEERING Co.,Ltd. (KOSDAQ:A256630)",-,IQTR608334149,"KOSDAQ:A256630
Company: NH Special Purpose Acquisition 10 Co., Ltd.
(IQT429429820) - 5/2/2017",Acquired
06/03/2019,"NH Special Purpose Acquisition 11 Co., Ltd.",Merger/Acquisition,Closed,"BNC Korea Co., Ltd. (KOSDAQ:A256840)",-,IQTR626263271,"KOSDAQ:A256840
Company: NH Special Purpose Acquisition 11 Co., Ltd.
(IQT414412971) - 12/28/2016",Acquired
01/04/2017,"NH Special Purpose Acquisition 11 Co., Ltd.",Merger/Acquisition,Closed,"EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020)",-,IQTR415073422,"KOSDAQ:A256840
Company: NH Special Purpose Acquisition 11 Co., Ltd.
(IQT414412971) - 12/28/2016",Acquired
12/28/2016,"NH Special Purpose Acquisition 11 Co., Ltd.",Merger/Acquisition,Closed,"NH Investment & Securities Co., Ltd. (KOSE:A005940)",-,IQTR414547692,"KOSDAQ:A256840
Company: NH Special Purpose Acquisition 11 Co., Ltd.
(IQT414412971) - 12/28/2016",Acquired
02/03/2020,"NH Special Purpose Acquisition 12 Co., Ltd.",Merger/Acquisition,Closed,Wise birds Inc. (KOSDAQ:A273060),-,IQTR653428137,"KOSDAQ:A273060
Company: NH Special Purpose Acquisition 12 Co., Ltd.
(IQT529227966) - 8/7/2017",Acquired
06/29/2020,"NH Special Purpose Acquisition 13 Co., Ltd. (KOSDAQ:A310840)",Merger/Acquisition,Cancelled,"Angiolab, Inc. (XKON:A251280)",BNK Venture Investment,IQTR674198044,"KOSDAQ:A310840
Company: NH Special Purpose Acquisition 13 Co., Ltd.
(IQT591739832) - 12/24/2018",Operating
08/11/2020,"Nh Special Purpose Acquisition 14 Co., Ltd. (KOSDAQ:A319400)",Merger/Acquisition,Announced,"Hyundai Movex Co., Ltd.",-,IQTR683328222,"KOSDAQ:A319400
Company: Nh Special Purpose Acquisition 14 Co., Ltd.
(IQT608587285) - 5/8/2019",Operating
04/21/2020,"Nh Special Purpose Acquisition 15 Co., Ltd.",Merger/Acquisition,Closed,"Ibkimyoung Co.,Ltd. (KOSDAQ:A339950)",-,IQTR664972118,"KOSDAQ:A339950
Company: Nh Special Purpose Acquisition 15 Co., Ltd.
(IQT644306772) - 12/24/2019",Acquired
11/18/2016,"NH Special Purpose Acquisition 5 Co., Ltd.",Merger/Acquisition,Closed,INNO Instrument Inc. (KOSDAQ:A215790),"Alliance Capital Partners Co., Ltd.; ANDA Asset Management Co., Ltd.",IQTR419020705,"KOSDAQ:A215790
Company: NH Special Purpose Acquisition 5 Co., Ltd.
(IQT290845274) - 5/8/2015",Acquired
05/12/2015,"NH Special Purpose Acquisition 5 Co., Ltd.",Merger/Acquisition,Closed,"ANDA Asset Management Co., Ltd.",-,IQTR300932950,"KOSDAQ:A215790
Company: NH Special Purpose Acquisition 5 Co., Ltd.
(IQT290845274) - 5/8/2015",Acquired
05/12/2015,"NH Special Purpose Acquisition 5 Co., Ltd.",Merger/Acquisition,Closed,"Alliance Capital Partners Co., Ltd.",-,IQTR300956027,"KOSDAQ:A215790
Company: NH Special Purpose Acquisition 5 Co., Ltd.
(IQT290845274) - 5/8/2015",Acquired
06/15/2015,"NH Special Purpose Acquisition 7 Co., Ltd.",Merger/Acquisition,Closed,"DGB Asset Management Co., Ltd.",-,IQTR304017777,"KOSDAQ:A217810
Company: NH Special Purpose Acquisition 7 Co., Ltd.
(IQT293356250) - 6/12/2015",Operating
06/15/2015,"NH Special Purpose Acquisition 7 Co., Ltd.",Merger/Acquisition,Closed,PS Alliance Inc.,-,IQTR304028100,"KOSDAQ:A217810
Company: NH Special Purpose Acquisition 7 Co., Ltd.
(IQT293356250) - 6/12/2015",Operating
03/27/2017,"NH Special Purpose Acquisition 8 Co., Ltd.",Merger/Acquisition,Closed,RFHIC Corporation (KOSDAQ:A218410),"eBest Investment Securities Co., Ltd., Investment Arm",IQTR424725258,"KOSDAQ:A218410
Company: NH Special Purpose Acquisition 8 Co., Ltd.
(IQT304110012) - 6/30/2015",Acquired
10/06/2016,"NH Special Purpose Acquisition 8 Co., Ltd.",Merger/Acquisition,Cancelled,Abion Inc. (XKON:A203400),-,IQTR404111724,"KOSDAQ:A218410
Company: NH Special Purpose Acquisition 8 Co., Ltd.
(IQT304110012) - 6/30/2015",Acquired
12/03/2015,"NH Special Purpose Acquisition 8 Co., Ltd.",Merger/Acquisition,Cancelled,"Raphas Co., Ltd. (KOSDAQ:A214260)",-,IQTR318422338,"KOSDAQ:A218410
Company: NH Special Purpose Acquisition 8 Co., Ltd.
(IQT304110012) - 6/30/2015",Acquired
10/07/2016,"NH Special Purpose Acquisition 9 Co., Ltd.",Merger/Acquisition,Closed,"Nat Games Co.,Ltd. (KOSDAQ:A225570)","NH Investment & Securities Co., Ltd. (KOSE:A005940); Daishin Asset Management Co., Ltd.; KTB Network Co., Ltd.",IQTR404167672,"KOSDAQ:A225570
Company: NH Special Purpose Acquisition 9 Co., Ltd.
(IQT309574806) - 9/25/2015",Acquired
10/01/2015,"NH Special Purpose Acquisition 9 Co., Ltd.",Merger/Acquisition,Closed,"NH Investment & Securities Co., Ltd. (KOSE:A005940)",-,IQTR312625319,"KOSDAQ:A225570
Company: NH Special Purpose Acquisition 9 Co., Ltd.
(IQT309574806) - 9/25/2015",Acquired
10/08/2020,Nobelium Tech Corp.,Merger/Acquisition,Announced,2777470 Ontario Inc.,-,IQTR691275278,"TSXV:NBL.H
Company: Nobelium Tech Corp.
(IQT330982263) - 4/15/2016",Operating
05/15/2018,Nobelium Tech Corp.,Merger/Acquisition,Cancelled,Maximos Metals Corp.,-,IQTR565236150,"TSXV:NBL.H
Company: Nobelium Tech Corp.
(IQT330982263) - 4/15/2016",Operating
