All Transactions Announced Date,Target/Issuer,Exchange:Ticker,Transaction Types,Transaction Status,"Total Transaction Value ($USDmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID,Industry Classifications [Target/Issuer],Company Status [Target/Issuer],M&A Closed Date
04/21/2017,"American Retail Group, Inc.",-,Merger/Acquisition,Closed, 0.3 ,-,-,IQTR428939064,Blank Checks (Primary),Acquired,03/31/2017
04/13/2017,"Hanwha ACPC Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,Didim Inc. (KOSDAQ:A217620),"KTB Asset Management Co., Ltd; Daishin Asset Management Co., Ltd.; Alliance Capital Partners Co., Ltd., Asset Management Arm; Kiwoom Asset Management Co., Ltd.",IQTR427651142,Blank Checks (Primary),Acquired,08/21/2017
04/13/2017,Gibraltar Growth Corporation,-,Merger/Acquisition,Closed,-,"LXRandCo, Inc. (TSX:LXR)","Gibraltar Opportunity, Inc.",IQTR427752811,Blank Checks (Primary),Acquired,06/09/2017
04/10/2017,"CAPE-ES Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Chemtros Co., Ltd. (KOSDAQ:A220260)","ES Investor Co., Ltd.; Hanwool Co., Ltd.",IQTR427200499,Blank Checks (Primary),Acquired,09/21/2017
03/29/2017,Brassneck Capital Corp.,-,Merger/Acquisition,Closed,-,Meta Growth Corp. (TSXV:META),-,IQTR424996496,Blank Checks (Primary),Acquired,08/30/2017
03/27/2017,"NH Special Purpose Acquisition 8 Co., Ltd.",-,Merger/Acquisition,Closed,-,RFHIC Corporation (KOSDAQ:A218410),"eBest Investment Securities Co., Ltd., Investment Arm",IQTR424725258,Blank Checks (Primary),Acquired,08/18/2017
03/23/2017,Hana Financial Seventh Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,-,"JC Assset Management Co., Ltd.",IQTR424320797,Blank Checks (Primary),Acquired,03/23/2017
03/20/2017,Capitol Acquisition Corp. III,-,Merger/Acquisition,Closed,-,Cision Ltd.,"Fir Tree Partners; Moore Capital Management, LP; Highbridge Capital Management, LLC; Glazer Capital, LLC; BlueMountain Capital Management LLC; Polar Asset Management Partners Inc.; Hudson Bay Capital Management LP; Alyeska Investment Group, L.P.; Hutchin Hill Capital, LP; Arrowgrass Capital Partners LLP; Periscope Capital Inc; Rotation Capital Management, LP",IQTR423957867,Blank Checks (Primary),Acquired,06/29/2017
03/16/2017,Praco Corporation,-,Merger/Acquisition,Closed,-,Arista Financial Corp. (OTCPK:ARST),"Hawk Opportunity Fund, L.P.",IQTR428735530,Blank Checks (Primary),Acquired,12/14/2017
03/15/2017,"Yuanta 1 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Global Tax Free Co., Ltd. (KOSDAQ:A204620)","Yuanta Securities Korea Co., Ltd. (KOSE:A003470); EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020); Smilegate Entertainment Inc.; Alliance Capital Partners Co., Ltd.; Paratus Investment Inc.",IQTR423465433,Blank Checks (Primary),Acquired,09/05/2017
03/13/2017,Harmony Merger Corp.,-,Merger/Acquisition,Closed,-,NextDecade Corporation (NasdaqCM:NEXT),"Fir Tree Partners; Bardin Hill Investment Partners LP; Glazer Capital, LLC; Davidson Kempner Capital Management LP; Karpus Management Inc.; BIP GP LLC; Basso Capital Management, L.P.; K2 & Associates Investment Management Inc.; Polar Asset Management Partners Inc.; Covalent Partners LLC; Hudson Bay Capital Management LP; Pentwater Capital Management LP; Periscope Capital Inc",IQTR423274168,Blank Checks (Primary),Acquired,07/24/2017
03/13/2017,Zeta Acquisition Corp. II,-,Merger/Acquisition,Closed,-,"Aerpio Pharmaceuticals, Inc. (NasdaqCM:ARPO)",-,IQTR423305640,Blank Checks (Primary),Acquired,03/15/2017
03/10/2017,"Hanwha MGI Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,-,"Kiwoom Asset Management Co., Ltd.",IQTR423021150,Blank Checks (Primary),Acquired,03/10/2017
03/10/2017,Mira VII Acquisition Corp.,-,Merger/Acquisition,Closed,-,Goodfood Market Corp. (TSX:FOOD),-,IQTR423207827,Blank Checks (Primary),Acquired,06/01/2017
03/09/2017,"Daishin Balance 2nd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,-,"Daishin Securities Co., Ltd. (KOSE:A003540)",IQTR422939231,Blank Checks (Primary),Acquired,03/09/2017
03/07/2017,Focused Capital Corp.,-,Merger/Acquisition,Closed,-,Orford Mining Corporation (TSXV:ORM),Dundee Resources Limited; Ravensden Alternative Group Trust,IQTR422691609,Blank Checks (Primary),Acquired,10/25/2017
03/03/2017,OneCap Investment Corporation,-,Merger/Acquisition,Closed,-,Origin Gold Corporation (TSXV:OIC),OneCap Financial Corp.; Consultant Immobilier PLA Inc.,IQTR422343713,Blank Checks (Primary),Acquired,08/25/2017
02/28/2017,Huale Acoustics Limited,-,Merger/Acquisition,Closed, 0.315 ,-,-,IQTR421943180,Blank Checks (Primary),Acquired,02/07/2017
02/21/2017,Quinpario Acquisition Corp. 2,-,Merger/Acquisition,Closed,-,"Exela Technologies, Inc. (NasdaqCM:XELA)","Fir Tree Partners; Moore Capital Management, LP; Glazer Capital, LLC; BlueMountain Capital Management LLC; Polar Asset Management Partners Inc.; Arrowgrass Capital Partners LLP; Cowen Investment Management LLC; Periscope Capital Inc; Paloma Partners Management Company; Rotation Capital Management, LP",IQTR421331677,Blank Checks (Primary),Acquired,07/12/2017
02/17/2017,Simian Global Plc,-,Merger/Acquisition,Closed,-,Grand Vision Media Holdings Plc (LSE:GVMH),-,IQTR420369990,Blank Checks (Primary),Acquired,06/19/2018
02/03/2017,RedQuest Capital Corp.,-,Merger/Acquisition,Closed,-,Harfang Exploration Inc. (TSXV:HAR),-,IQTR419224111,Blank Checks (Primary),Acquired,06/22/2017
01/20/2017,Cortina Capital Corp.,-,Merger/Acquisition,Closed,-,Ecolomondo Corporation (TSXV:ECM),-,IQTR417540221,Blank Checks (Primary),Acquired,10/20/2017
01/20/2017,"TechMedia Advertising, Inc.",-,Merger/Acquisition,Closed,-,Qornerstone Inc.,-,IQTR597339078,Blank Checks (Primary),Acquired,12/28/2018
01/17/2017,"Daishin Balance 2nd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,-,"Daishin Securities Co., Ltd. (KOSE:A003540)",IQTR416619195,Blank Checks (Primary),Acquired,01/17/2017
01/13/2017,"Korea No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,-,-,IQTR416206765,Blank Checks,Acquired,01/12/2017
01/09/2017,"Daishin Balance 2nd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,-,Yurie asset Management Inc.,IQTR415637378,Blank Checks (Primary),Acquired,01/09/2017
01/06/2017,Everfront Ventures Corp.,-,Merger/Acquisition,Closed,-,Datametrex AI Limited (TSXV:DM),-,IQTR415303426,Blank Checks (Primary),Acquired,06/07/2017
01/06/2017,"BTHC X, Inc.",-,Merger/Acquisition,Closed,-,"BTHC X, Inc.",-,IQTR415353555,Blank Checks (Primary),Acquired,02/13/2017
01/04/2017,"NH Special Purpose Acquisition 11 Co., Ltd.",-,Merger/Acquisition,Closed,-,"EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020)",-,IQTR415073422,Blank Checks (Primary),Acquired,01/04/2017
12/29/2016,Vector Resources Inc.,-,Merger/Acquisition,Closed,-,Razor Energy Corp. (TSXV:RZE),-,IQTR414737412,Blank Checks (Primary),Acquired,01/31/2017
12/28/2016,"NH Special Purpose Acquisition 11 Co., Ltd.",-,Merger/Acquisition,Closed,-,"NH Investment & Securities Co., Ltd. (KOSE:A005940)",-,IQTR414547692,Blank Checks (Primary),Acquired,12/28/2016
12/27/2016,Pacific Special Acquisition Corp.,-,Merger/Acquisition,Closed,-,"Borqs Technologies, Inc. (NasdaqCM:BRQS)","Westchester Capital Management, LLC; Zhengqi International Holding Limited",IQTR414472737,Blank Checks (Primary),Acquired,08/18/2017
12/22/2016,Hennessy Capital Acquisition Corp. II,-,Merger/Acquisition,Closed,-,"Daseke, Inc. (NasdaqCM:DSKE)",Continental Stock Transfer & Trust Company; Hennessy Capital LLC,IQTR414146227,Blank Checks (Primary),Acquired,02/27/2017
12/20/2016,Marquis Ventures Inc.,-,Merger/Acquisition,Closed,-,PowerBand Solutions Inc. (TSXV:PBX),-,IQTR413836253,Blank Checks (Primary),Acquired,02/08/2018
12/20/2016,KLR Energy Acquisition Corp.,-,Merger/Acquisition,Closed,-,Rosehill Resources Inc.,"D. E. Shaw & Co., L.P.; Glazer Capital, LLC; BIP GP LLC; Polar Asset Management Partners Inc.; CNH Partners, LLC; Hudson Bay Capital Management LP; Castle Creek Arbitrage, LLC; Weiss Asset Management LP; Periscope Capital Inc; Westchester Capital Management, LLC; Boothbay Fund Management, LLC; KLR Energy Sponsor, LLC",IQTR414397300,Blank Checks (Primary),Acquired,04/27/2017
12/15/2016,Danbel Ventures Inc.,-,Merger/Acquisition,Closed,-,Wayland Group Corp. (OTCPK:MRRC.F),-,IQTR413846938,Blank Checks (Primary),Acquired,04/20/2017
12/09/2016,Black Springs Capital Corp.,-,Merger/Acquisition,Closed,-,Kintavar Exploration Inc. (TSXV:KTR),-,IQTR412641200,Blank Checks (Primary),Acquired,03/24/2017
12/09/2016,Roll-Up Capital Corp.,-,Merger/Acquisition,Closed,-,VR Resources Ltd. (TSXV:VRR),-,IQTR412646933,Blank Checks (Primary),Acquired,03/21/2017
12/08/2016,Winwell Ventures Inc,-,Merger/Acquisition,Closed,-,Contact Gold Corp. (TSXV:C),-,IQTR414633143,Blank Checks (Primary),Acquired,06/07/2017
12/06/2016,IBKS No. 5 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Value Asia Capital Co., Ltd.",-,IQTR412080196,Blank Checks (Primary),Acquired,12/06/2016
11/22/2016,Javelle Capital Corp.,-,Merger/Acquisition,Closed,-,Kenadyr Mining (Holdings) Corp. (TSXV:KEN),514742 B.C. Ltd,IQTR410543478,Blank Checks (Primary),Acquired,03/28/2017
11/22/2016,"Hanwha Ace Special Purpose Acquisition 1st Co., Ltd.",-,Merger/Acquisition,Closed,-,-,-,IQTR410670626,Blank Checks (Primary),Acquired,11/22/2016
11/18/2016,"NH Special Purpose Acquisition 5 Co., Ltd.",-,Merger/Acquisition,Closed,-,INNO Instrument Inc. (KOSDAQ:A215790),"Alliance Capital Partners Co., Ltd.; ANDA Asset Management Co., Ltd.",IQTR419020705,Blank Checks (Primary),Acquired,04/25/2017
11/17/2016,BFK Capital Corp.,-,Merger/Acquisition,Closed,-,HEXO Corp. (TSX:HEXO),-,IQTR414169669,Blank Checks (Primary),Acquired,03/15/2017
11/10/2016,CUP Capital Corp.,-,Merger/Acquisition,Closed,-,GBLT Corp. (TSXV:GBLT),-,IQTR409327857,Blank Checks (Primary),Acquired,03/22/2018
11/08/2016,Aumento Capital V Corporation,-,Merger/Acquisition,Closed,-,WeedMD Inc. (TSXV:WMD),-,IQTR408996658,Blank Checks (Primary),Acquired,04/13/2017
11/08/2016,A2 Acquisition Corp.,-,Merger/Acquisition,Closed,-,Medicenna Therapeutics Corp. (TSX:MDNA),Silver Lining Homes Ltd.,IQTR419229043,Blank Checks,Acquired,03/01/2017
11/07/2016,IBKSGMB Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"GMB Investment Co.,Ltd.",-,IQTR409184582,Blank Checks,Acquired,11/07/2016
11/03/2016,Harvest One Capital Inc.,-,Merger/Acquisition,Closed,-,Harvest One Cannabis Inc. (TSXV:HVT),-,IQTR408445492,Blank Checks (Primary),Acquired,04/26/2017
11/01/2016,Alignvest Acquisition Corporation,-,Merger/Acquisition,Closed,-,Trilogy International Partners Inc. (TSX:TRL),"Alignvest Management Corporation; Silver Pine Partners, LLC",IQTR408359024,Blank Checks (Primary),Acquired,02/07/2017
10/31/2016,"Hanwha MGI Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"WOOJUNG BIO, Inc. (KOSDAQ:A215380)","Daishin Asset Management Co., Ltd.; Maple Investment Partners; Kiwoom Asset Management Co., Ltd.; MG Investment Inc.; Mgi Investment Co., Ltd.",IQTR408871800,Blank Checks (Primary),Acquired,04/19/2017
10/25/2016,Marching Moose Capital Corp.,-,Merger/Acquisition,Closed,-,Avidian Gold Corp. (TSXV:AVG),GeoVector Management Inc.; Abundantia Ventures Inc.,IQTR407452812,Blank Checks (Primary),Acquired,11/29/2017
10/19/2016,"Digital Donations Technologies, Inc.",-,Merger/Acquisition,Closed,-,"Digital Donations Technologies, Inc.",-,IQTR405246263,Blank Checks (Primary),Acquired,10/17/2016
10/14/2016,"Dongxing International, Inc.",-,Merger/Acquisition,Closed,-,Central Dynamic Holdings Limited,-,IQTR404813377,Blank Checks (Primary),Acquired,09/30/2016
10/13/2016,Pulse Oil Corp.,-,Merger/Acquisition,Closed,-,Pulse Oil Corp. (TSXV:PUL),-,IQTR404722226,Blank Checks (Primary),Acquired,02/24/2017
10/10/2016,Hana Financial Eighth Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Mobiis Co., Ltd. (KOSDAQ:A250060)","HFR, Inc. (KOSDAQ:A230240)",IQTR404548655,Blank Checks (Primary),Acquired,03/07/2017
10/08/2016,Exito Energy II Inc.,-,Merger/Acquisition,Closed,-,Aquarius AI Inc. (TSXV:AQUA),-,IQTR417497801,Blank Checks (Primary),Acquired,01/26/2018
10/07/2016,"NH Special Purpose Acquisition 9 Co., Ltd.",-,Merger/Acquisition,Closed,-,"Nat Games Co.,Ltd. (KOSDAQ:A225570)","NH Investment & Securities Co., Ltd. (KOSE:A005940); Daishin Asset Management Co., Ltd.; KTB Network Co., Ltd.",IQTR404167672,Blank Checks (Primary),Acquired,05/29/2017
09/29/2016,"Daishin Balance 2nd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,YIK Corporation (KOSDAQ:A232140),"SBI Investment KOREA Co., Ltd. (KOSDAQ:A019550); KTB Asset Management Co., Ltd; Daishin Asset Management Co., Ltd.; Yurie asset Management Inc.; WOORI Asset Management Corp.",IQTR403653893,Blank Checks (Primary),Acquired,03/22/2017
09/13/2016,Turquoise Capital Corp.,-,Merger/Acquisition,Closed,-,Aranjin Resources Ltd. (TSXV:ARJN),-,IQTR383900726,Blank Checks (Primary),Acquired,04/20/2017
09/09/2016,Pounder Venture Capital Corp.,-,Merger/Acquisition,Closed,-,Pool Safe Inc. (TSXV:POOL),Three Trees Energy Ltd.,IQTR403143021,Blank Checks (Primary),Acquired,04/19/2017
09/08/2016,"NH Special Purpose Acquisition 3 Co., Ltd.",-,Merger/Acquisition,Closed,-,"KOREA CEMENT co., Ltd (KOSDAQ:A198440)","Mirae Asset Daewoo Co., Ltd. (KOSE:A006800); EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020); Eugene Asset Management Co., Ltd.; DGB Asset Management Co., Ltd.; Alliance Capital Partners Co., Ltd.",IQTR383376926,Blank Checks (Primary),Acquired,05/02/2017
08/29/2016,"SK No.2 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"MP Hankang CO., Ltd. (KOSDAQ:A219550)","Daishin Asset Management Co., Ltd.",IQTR382165167,Blank Checks,Acquired,01/31/2017
08/18/2016,Inovent Capital Inc.,-,Merger/Acquisition,Closed,-,Inomin Mines Inc. (TSXV:MINE),-,IQTR381065778,Blank Checks (Primary),Acquired,02/01/2017
08/09/2016,Shogun Capital Corp,-,Merger/Acquisition,Closed,-,ICC Labs Inc.,-,IQTR379519999,Blank Checks (Primary),Acquired,11/23/2016
08/02/2016,"Korea No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,Creative & Innovative System Corporation (KOSDAQ:A222080),"Alliance Capital Partners Co., Ltd.",IQTR378764470,Blank Checks,Acquired,01/10/2017
07/27/2016,E-Compass Acquisition Corp.,-,Merger/Acquisition,Closed,-,iFresh Inc. (NasdaqCM:IFMK),BIP GP LLC; Polar Asset Management Partners Inc.; Lodestar Investment Holdings I LLC,IQTR378089504,Blank Checks (Primary),Acquired,02/10/2017
07/20/2016,Oakham Capital Corp.,-,Merger/Acquisition,Closed,-,LSC Lithium Corporation,-,IQTR376622530,Blank Checks (Primary),Acquired,02/22/2017
07/19/2016,Montreux Capital Corp.,-,Merger/Acquisition,Closed,-,Assure Neuromonitoring LLC; Assure Holdings Corp. (TSXV:IOM),Kowops eCommunity Solutions Inc.; Regent Mercantile Holdings Limited; Angstrom Capital Ltd.,IQTR376714539,Blank Checks (Primary),Acquired,05/24/2017
07/14/2016,Hydra Industries Acquisition Corp.,-,Merger/Acquisition,Closed,-,"Inspired Entertainment, Inc. (NasdaqCM:INSE)","Glazer Capital, LLC; BIP GP LLC; Basso Capital Management, L.P.; HG Vora Capital; MIHI LLC; Hydra Industries Sponsor LLC",IQTR374729168,Blank Checks (Primary),Acquired,12/23/2016
07/13/2016,Terrapin 3 Acquisition Corporation,-,Merger/Acquisition,Closed,-,"Yatra Online, Inc. (NasdaqCM:YTRA)","Fir Tree Partners; Moore Capital Management, LP; Deutsche Asset Management Investment GmbH; GLG Partners, Inc.; Davidson Kempner Capital Management LP; AQR Capital Management, LLC; K2 & Associates Investment Management Inc.; BlueMountain Capital Management LLC; Polar Asset Management Partners Inc.; Hudson Bay Capital Management LP; Capstone Investment Advisors, LLC; Macquarie Group, Ltd., Banking & Securities Investments; Arrowgrass Capital Partners LLP; Fir Tree Capital Management LP",IQTR374545054,Blank Checks (Primary),Acquired,12/16/2016
07/04/2016,Quinsam Opportunities I Inc.,-,Merger/Acquisition,Closed,-,Vitalhub Corp. (TSXV:VHI),-,IQTR371487170,Blank Checks (Primary),Acquired,11/28/2016
07/04/2016,Manera Capital Corp.,-,Merger/Acquisition,Closed,-,GT Gold Corp. (TSXV:GTT),-,IQTR371500551,Blank Checks (Primary),Acquired,11/10/2016
06/30/2016,Bonanza Blue Corp.,-,Merger/Acquisition,Closed,-,Origin House,-,IQTR370364666,Blank Checks (Primary),Acquired,12/06/2016
06/27/2016,Crest Petroleum Corp.,-,Merger/Acquisition,Closed,-,GFG Resources Inc (TSXV:GFG),Medalist Capital Ltd.,IQTR369238718,Blank Checks (Primary),Acquired,10/21/2016
06/26/2016,"Hanwha Ace Special Purpose Acquisition 1st Co., Ltd.",-,Merger/Acquisition,Closed,-,DRTECH Corporation (KOSDAQ:A214680),"Mirae Asset Daewoo Co., Ltd. (KOSE:A006800); Daishin Asset Management Co., Ltd.; Global & Associates, Inc.; DGB Asset Management Co., Ltd.",IQTR369154454,Blank Checks (Primary),Acquired,11/21/2016
06/09/2016,Verdant Financial Partners I Inc.,-,Merger/Acquisition,Closed, 0.02 ,-,Verdant Financial Partners Corporation,IQTR347304036,Blank Checks (Primary),Acquired,06/17/2016
06/02/2016,IBKS No.4 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Soltworks Co., Ltd. (KOSDAQ:A230980)","With Investment Co., Ltd.; Kc Investment Co., Ltd",IQTR345124913,Blank Checks (Primary),Acquired,11/21/2016
05/06/2016,Bingham Canyon Corp.,-,Merger/Acquisition,Closed,-,PCT Ltd (OTCPK:PCTL),"VIP WorldNet, Inc; Liberty Partners, LLC",IQTR382860260,Blank Checks (Primary),Acquired,08/31/2016
05/05/2016,Saber Capital Corp.,-,Merger/Acquisition,Closed,-,Emblem Corp.,-,IQTR334491750,Blank Checks (Primary),Acquired,12/05/2016
04/15/2016,"NH Special Purpose Acquisition 3 Co., Ltd.",-,Merger/Acquisition,Closed,-,"Mirae Asset Daewoo Co., Ltd. (KOSE:A006800)",-,IQTR331177610,Blank Checks (Primary),Acquired,04/15/2016
03/31/2016,Hana Must Second Special Purpose Acquisition Company Ltd.,-,Merger/Acquisition,Closed,-,"SELVAS Healthcare, Inc. (KOSDAQ:A208370)","NH Investment & Securities Co., Ltd. (KOSE:A005940); Hanwha Asset Management Co. Ltd.",IQTR329671389,Blank Checks (Primary),Acquired,08/31/2016
03/14/2016,KB No.5 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Jiransecurity Co.,Ltd (KOSDAQ:A208350)","Daishin Asset Management Co., Ltd.; MUST Asset Management Inc.; Shinhan Financial Group Co. Ltd., Asset Management Arm; DGB Asset Management Co., Ltd.; eBest Investment Securities Co., Ltd., Investment Arm",IQTR328187673,Blank Checks (Primary),Acquired,09/01/2016
03/08/2016,IBKS No.3 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,-,"Daishin Asset Management Co., Ltd.",IQTR327590663,Blank Checks (Primary),Acquired,03/08/2016
03/08/2016,HI Special Purpose Acquisition Company II,-,Merger/Acquisition,Closed,-,-,"Daishin Asset Management Co., Ltd.",IQTR327590994,Blank Checks (Primary),Acquired,03/08/2016
03/08/2016,IBKS No.4 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"With Investment Co., Ltd.",-,IQTR327642870,Blank Checks (Primary),Acquired,03/08/2016
03/07/2016,FinTech Acquisition Corp.,-,Merger/Acquisition,Closed,-,CardConnect Corp.,"Davidson Kempner Capital Management LP; Polar Asset Management Partners Inc.; Hudson Bay Capital Management LP; Fintech Investor Holdings, LLC",IQTR327572409,Blank Checks (Primary),Acquired,07/29/2016
03/07/2016,Petrus Resources Corporation,-,Merger/Acquisition,Closed,-,"Waters Holdings, Inc.",-,IQTR327599655,Blank Checks (Primary),Acquired,11/23/2016
03/04/2016,POCML 3 Inc.,-,Merger/Acquisition,Closed,-,Neo Lithium Corp. (TSXV:NLC),-,IQTR327430923,Blank Checks (Primary),Acquired,07/18/2016
02/19/2016,Ba Ba Capital Inc,-,Merger/Acquisition,Closed,-,Imex Systems Inc. (TSXV:IMEX.H),-,IQTR326121147,Blank Checks (Primary),Acquired,05/12/2016
01/25/2016,"Dongbu 3rd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"NH Investment & Securities Co., Ltd. (KOSE:A005940)",-,IQTR323342219,Blank Checks,Acquired,01/25/2016
01/22/2016,Andes 6 Inc.,-,Merger/Acquisition,Closed,-,Robert Thadeus Management Corp.,-,IQTR323345363,Blank Checks (Primary),Acquired,01/21/2016
01/14/2016,Kaizen Capital Corp.,-,Merger/Acquisition,Closed,-,Tudor Gold Corp. (TSXV:TUD),Ionic Securities Ltd.,IQTR322186547,Blank Checks (Primary),Acquired,04/19/2016
01/12/2016,"One World Pharma, Inc.",-,Merger/Acquisition,Closed, 0.255 ,-,-,IQTR321980219,Blank Checks (Primary),Acquired,01/06/2016
01/11/2016,DT Asia Investments Limited,-,Merger/Acquisition,Closed,-,"Roan Holdings Group Co., Ltd. (OTCPK:RAHG.F)","Polar Asset Management Partners Inc.; Bulldog Investors, LLC; Hudson Bay Capital Management LP; DeTiger Holdings Limited",IQTR321863519,Blank Checks (Primary),Acquired,07/06/2016
12/31/2015,Verdant Financial Partners I Inc.,-,Merger/Acquisition,Closed,-,Axis Auto Finance Inc. (TSXV:AXIS),-,IQTR321120271,Blank Checks (Primary),Acquired,07/25/2016
12/29/2015,"Korea No.2 Special Purpose Acquisition Co.,LTD.",-,Merger/Acquisition,Closed,-,-,-,IQTR320713214,Blank Checks,Acquired,12/29/2015
12/29/2015,"Korea No.2 Special Purpose Acquisition Co.,LTD.",-,Merger/Acquisition,Closed,-,-,-,IQTR320716479,Blank Checks,Acquired,12/29/2015
12/29/2015,"Korea No.2 Special Purpose Acquisition Co.,LTD.",-,Merger/Acquisition,Closed,-,LB Investment Inc.,-,IQTR320745572,Blank Checks,Acquired,12/29/2015
12/29/2015,"KTB Special Purpose Acquisition Company 3 Co., Ltd.",-,Merger/Acquisition,Closed,-,"Haimarrow Food Service Co., Ltd. (KOSDAQ:A220630)","KTB Investment & Securities Co., Ltd. (KOSE:A030210); Widwin Investment Co., Ltd.",IQTR320766660,Blank Checks (Primary),Acquired,09/19/2016
12/22/2015,Hana Financial Seventh Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Kolon Investment, Inc.",-,IQTR320153411,Blank Checks (Primary),Acquired,12/22/2015
12/18/2015,Cantabio Pharmaceuticals Inc.,-,Merger/Acquisition,Closed,-,Cantabio Pharmaceuticals Inc. (OTCPK:CTBO),-,IQTR319864242,Blank Checks (Primary),Acquired,12/17/2015
12/10/2015,FISION Corporation,-,Merger/Acquisition,Closed,-,FISION Corporation (OTCPK:FSSN),-,IQTR319060139,Blank Checks (Primary),Acquired,12/28/2015
12/09/2015,Plicit Capital Corp.,-,Merger/Acquisition,Closed,-,Telo Genomics Corp. (TSXV:TELO),-,IQTR318962554,Blank Checks (Primary),Acquired,09/08/2016
12/04/2015,Wise Oakwood Ventures Inc.,-,Merger/Acquisition,Closed,-,Zomedica Corp. (AMEX:ZOM),-,IQTR318752539,Blank Checks (Primary),Acquired,04/21/2016
12/01/2015,"Asia Equity Exchange Group, Inc.",-,Merger/Acquisition,Closed,-,"Asia Equity Exchange Group, Inc. (OTCPK:AEEX)",-,IQTR318226848,Blank Checks (Primary),Acquired,04/12/2016
11/24/2015,"Goldenbridge No.4 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Golden Campass Investment Advisory Co.,Ltd.",-,IQTR317657234,Blank Checks,Acquired,11/24/2015
11/20/2015,"Hanwha ACPC Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"KTB Asset Management Co., Ltd",-,IQTR317390713,Blank Checks (Primary),Acquired,11/20/2015
11/17/2015,HMCIB No.3 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"KTB Asset Management Co., Ltd",-,IQTR317216114,Blank Checks (Primary),Acquired,11/17/2015
11/11/2015,Hana Must Second Special Purpose Acquisition Company Ltd.,-,Merger/Acquisition,Closed,-,"NH Investment & Securities Co., Ltd. (KOSE:A005940)",-,IQTR317112856,Blank Checks (Primary),Acquired,11/11/2015
11/09/2015,HI Special Purpose Acquisition Company II,-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR317055522,Blank Checks (Primary),Acquired,11/09/2015
10/14/2015,"Dongbu 3rd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,CY Investment Co. Ltd.,-,IQTR314023741,Blank Checks,Acquired,10/14/2015
10/06/2015,Kyobo 4 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Midas AI Co.,Ltd. (KOSDAQ:A222810)",-,IQTR312897863,Blank Checks (Primary),Acquired,03/29/2016
10/02/2015,Verdant Financial Partners I Inc.,-,Merger/Acquisition,Closed, 0.052 ,-,Verdant Financial Partners Corporation; The Puritt Family Trust; Falcon Corporation,IQTR312824195,Blank Checks (Primary),Acquired,11/19/2015
10/01/2015,"NH Special Purpose Acquisition 9 Co., Ltd.",-,Merger/Acquisition,Closed,-,"NH Investment & Securities Co., Ltd. (KOSE:A005940)",-,IQTR312625319,Blank Checks (Primary),Acquired,10/01/2015
09/30/2015,KB No.4 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,Korea Investment Partners Co. Ltd.,-,IQTR312508336,Blank Checks (Primary),Acquired,09/30/2015
09/22/2015,"Dongxing International, Inc.",-,Merger/Acquisition,Closed, 0.02 ,-,"OZ SafeRooms Technologies, Inc.",IQTR311919392,Blank Checks (Primary),Acquired,09/21/2015
09/16/2015,Cleantech Capital Inc.,-,Merger/Acquisition,Closed,-,CHAR Technologies Ltd. (TSXV:YES),-,IQTR311609331,Blank Checks (Primary),Acquired,03/31/2016
